Verse,Word Count
Genesis 23:12,6
Genesis 23:14,6
Genesis 25:15,6
Genesis 36:41,6
Genesis 36:42,6
Exodus 1:4,6
Exodus 6:10,6
Exodus 16:11,6
Exodus 40:1,6
Leviticus 4:1,6
Leviticus 5:14,6
Leviticus 6:19,6
Leviticus 6:24,6
Leviticus 7:22,6
Leviticus 7:28,6
Leviticus 8:1,6
Leviticus 10:8,6
Leviticus 24:13,6
Numbers 1:6,6
Numbers 1:7,6
Numbers 1:8,6
Numbers 1:9,6
Numbers 1:11,6
Numbers 1:12,6
Numbers 1:13,6
Numbers 1:14,6
Numbers 1:15,6
Numbers 1:46,6
Numbers 1:48,6
Numbers 3:11,6
Numbers 3:44,6
Numbers 4:21,6
Numbers 4:48,6
Numbers 5:1,6
Numbers 5:5,6
Numbers 6:1,6
Numbers 7:4,6
Numbers 7:38,6
Numbers 7:44,6
Numbers 7:80,6
Numbers 8:5,6
Numbers 8:23,6
Numbers 16:23,6
Numbers 16:36,6
Numbers 20:7,6
Numbers 25:16,6
Numbers 26:52,6
Numbers 27:15,6
Numbers 31:25,6
Numbers 32:34,6
Numbers 32:37,6
Numbers 34:1,6
Numbers 35:9,6
Deuteronomy 14:20,6
Joshua 15:49,6
Judges 9:22,6
1 Samuel 30:28,6
2 Samuel 7:4,6
2 Samuel 23:25,6
2 Samuel 23:27,6
2 Samuel 23:28,6
2 Samuel 23:31,6
2 Samuel 23:35,6
2 Samuel 23:38,6
1 Kings 4:1,6
1 Kings 6:14,6
1 Kings 6:26,6
1 Kings 6:28,6
1 Kings 12:22,6
1 Kings 21:17,6
1 Chronicles 3:14,6
1 Chronicles 6:25,6
1 Chronicles 8:3,6
1 Chronicles 9:10,6
1 Chronicles 11:27,6
1 Chronicles 11:29,6
1 Chronicles 11:33,6
1 Chronicles 11:36,6
1 Chronicles 11:40,6
1 Chronicles 12:10,6
1 Chronicles 12:11,6
1 Chronicles 12:12,6
1 Chronicles 12:25,6
1 Chronicles 14:13,6
1 Chronicles 21:9,6
1 Chronicles 23:7,6
2 Chronicles 17:18,6
Ezra 10:38,6
Nehemiah 7:68,6
Nehemiah 7:69,6
Nehemiah 12:13,6
Nehemiah 12:14,6
Nehemiah 12:15,6
Nehemiah 12:16,6
Nehemiah 12:18,6
Nehemiah 12:19,6
Nehemiah 12:20,6
Nehemiah 12:21,6
Psalms 17:10,6
Psalms 92:8,6
Isaiah 3:20,6
Isaiah 3:23,6
Isaiah 7:10,6
Isaiah 8:5,6
Jeremiah 13:8,6
Jeremiah 18:5,6
Jeremiah 29:30,6
Jeremiah 33:19,6
Jeremiah 35:12,6
Jeremiah 48:22,6
Matthew 6:11,6
Matthew 22:27,6
Mark 3:19,6
Mark 6:42,6
Mark 9:49,6
Luke 9:55,6
Luke 15:3,6
Luke 19:34,6
Luke 24:8,6
Luke 24:48,6
John 6:48,6
John 10:30,6
John 10:42,6
John 16:31,6
Romans 5:4,6
Ephesians 4:5,6
Philippians 2:14,6
1 Thessalonians 5:20,6
1 John 5:7,6
1 John 5:21,6
Genesis 8:15,7
Genesis 9:8,7
Genesis 9:28,7
Genesis 15:19,7
Genesis 21:24,7
Genesis 25:1,7
Genesis 25:7,7
Genesis 26:35,7
Genesis 35:28,7
Genesis 42:17,7
Genesis 49:18,7
Exodus 1:13,7
Exodus 2:25,7
Exodus 7:8,7
Exodus 15:18,7
Exodus 17:8,7
Exodus 25:4,7
Exodus 33:18,7
Exodus 34:17,7
Leviticus 6:1,7
Leviticus 6:8,7
Leviticus 11:14,7
Leviticus 13:1,7
Leviticus 14:33,7
Leviticus 14:55,7
Leviticus 15:1,7
Numbers 2:4,7
Numbers 2:6,7
Numbers 2:8,7
Numbers 2:11,7
Numbers 2:13,7
Numbers 2:15,7
Numbers 2:19,7
Numbers 2:21,7
Numbers 2:23,7
Numbers 2:26,7
Numbers 2:28,7
Numbers 2:30,7
Numbers 6:24,7
Numbers 7:16,7
Numbers 7:22,7
Numbers 7:28,7
Numbers 7:34,7
Numbers 7:40,7
Numbers 7:46,7
Numbers 7:52,7
Numbers 7:58,7
Numbers 7:64,7
Numbers 7:70,7
Numbers 7:76,7
Numbers 7:82,7
Numbers 14:26,7
Numbers 16:20,7
Numbers 18:14,7
Numbers 19:1,7
Numbers 31:53,7
Deuteronomy 14:3,7
Deuteronomy 14:11,7
Deuteronomy 14:17,7
Deuteronomy 27:11,7
Joshua 1:10,7
Joshua 15:25,7
Joshua 15:45,7
Joshua 19:2,7
Joshua 19:18,7
Joshua 19:25,7
Joshua 21:28,7
Joshua 21:30,7
Joshua 21:36,7
Judges 10:5,7
Judges 12:8,7
Judges 20:7,7
1 Samuel 30:30,7
2 Samuel 20:26,7
1 Kings 1:46,7
1 Kings 4:32,7
1 Kings 5:2,7
1 Kings 5:16,7
1 Kings 6:4,7
1 Kings 7:13,7
1 Kings 9:17,7
1 Kings 21:28,7
2 Kings 1:1,7
2 Kings 10:28,7
2 Kings 19:5,7
1 Chronicles 1:14,7
1 Chronicles 1:28,7
1 Chronicles 2:5,7
1 Chronicles 2:48,7
1 Chronicles 3:6,7
1 Chronicles 3:18,7
1 Chronicles 4:7,7
1 Chronicles 4:36,7
1 Chronicles 6:53,7
1 Chronicles 7:27,7
1 Chronicles 7:37,7
1 Chronicles 8:11,7
1 Chronicles 11:37,7
1 Chronicles 11:41,7
1 Chronicles 11:43,7
1 Chronicles 11:47,7
1 Chronicles 12:13,7
1 Chronicles 17:3,7
1 Chronicles 23:15,7
1 Chronicles 23:16,7
1 Chronicles 23:18,7
1 Chronicles 24:28,7
2 Chronicles 11:2,7
Ezra 2:16,7
Ezra 2:26,7
Ezra 2:28,7
Ezra 2:31,7
Ezra 2:41,7
Nehemiah 7:21,7
Nehemiah 7:26,7
Nehemiah 7:30,7
Nehemiah 7:32,7
Nehemiah 7:33,7
Nehemiah 7:34,7
Nehemiah 7:44,7
Nehemiah 11:26,7
Nehemiah 11:28,7
Nehemiah 11:29,7
Esther 4:12,7
Esther 4:15,7
Job 27:1,7
Psalms 29:7,7
Psalms 65:2,7
Psalms 69:11,7
Psalms 105:34,7
Psalms 114:2,7
Psalms 116:11,7
Psalms 124:5,7
Psalms 139:1,7
Psalms 144:8,7
Proverbs 6:7,7
Proverbs 27:5,7
Isaiah 2:18,7
Isaiah 37:5,7
Isaiah 40:1,7
Jeremiah 2:1,7
Jeremiah 25:21,7
Jeremiah 33:23,7
Jeremiah 43:8,7
Jeremiah 48:23,7
Lamentations 3:13,7
Lamentations 3:34,7
Lamentations 3:46,7
Ezekiel 24:15,7
Daniel 6:9,7
Amos 3:3,7
Zechariah 1:20,7
Matthew 3:8,7
Matthew 9:7,7
Matthew 14:18,7
Matthew 22:38,7
Mark 1:33,7
Mark 1:36,7
Mark 4:3,7
Luke 1:37,7
Luke 1:40,7
Luke 2:30,7
Luke 9:56,7
Luke 11:3,7
Luke 14:6,7
Luke 22:62,7
John 3:9,7
John 4:4,7
John 5:41,7
Acts 7:47,7
Acts 13:30,7
Acts 21:9,7
Romans 2:11,7
Romans 3:15,7
Romans 3:16,7
1 Corinthians 10:3,7
Galatians 1:24,7
Ephesians 4:27,7
Ephesians 5:7,7
Ephesians 5:30,7
1 Thessalonians 2:20,7
1 Thessalonians 4:18,7
1 Thessalonians 5:22,7
1 Thessalonians 5:25,7
1 Timothy 5:3,7
2 Timothy 4:12,7
Titus 2:6,7
1 Peter 2:3,7
1 Peter 4:9,7
1 Peter 5:11,7
1 John 4:19,7
Jude 1:22,7
Genesis 5:23,8
Genesis 6:10,8
Genesis 11:30,8
Genesis 19:18,8
Genesis 24:34,8
Genesis 24:66,8
Genesis 25:31,8
Genesis 26:23,8
Genesis 30:5,8
Genesis 30:10,8
Genesis 30:12,8
Genesis 31:22,8
Genesis 34:18,8
Genesis 35:24,8
Genesis 36:4,8
Genesis 43:1,8
Genesis 46:11,8
Genesis 46:14,8
Exodus 12:47,8
Exodus 16:30,8
Exodus 20:3,8
Exodus 22:18,8
Exodus 22:22,8
Exodus 25:5,8
Exodus 28:13,8
Exodus 34:8,8
Exodus 35:7,8
Leviticus 10:20,8
Leviticus 11:17,8
Leviticus 11:18,8
Leviticus 25:1,8
Numbers 2:1,8
Numbers 4:1,8
Numbers 4:17,8
Numbers 21:10,8
Numbers 25:9,8
Numbers 25:17,8
Numbers 26:11,8
Numbers 26:14,8
Numbers 26:51,8
Numbers 27:5,8
Numbers 28:29,8
Numbers 29:4,8
Numbers 29:10,8
Numbers 29:15,8
Numbers 31:37,8
Numbers 33:18,8
Numbers 33:19,8
Numbers 33:20,8
Numbers 33:21,8
Numbers 33:22,8
Numbers 33:25,8
Numbers 33:26,8
Numbers 33:27,8
Numbers 33:28,8
Numbers 33:29,8
Numbers 33:30,8
Numbers 33:31,8
Numbers 33:32,8
Numbers 33:33,8
Numbers 33:34,8
Numbers 33:35,8
Numbers 33:42,8
Numbers 33:43,8
Numbers 33:45,8
Numbers 33:46,8
Deuteronomy 2:2,8
Deuteronomy 5:20,8
Deuteronomy 5:30,8
Deuteronomy 28:34,8
Joshua 19:21,8
Joshua 19:41,8
Joshua 23:11,8
Judges 8:30,8
Judges 11:14,8
Judges 12:10,8
Judges 20:29,8
1 Samuel 18:24,8
2 Samuel 23:32,8
2 Samuel 23:39,8
1 Kings 7:1,8
1 Kings 7:43,8
1 Kings 10:14,8
1 Kings 14:1,8
2 Kings 9:4,8
1 Chronicles 1:6,8
1 Chronicles 1:47,8
1 Chronicles 4:28,8
1 Chronicles 5:19,8
1 Chronicles 6:58,8
1 Chronicles 7:38,8
1 Chronicles 7:39,8
1 Chronicles 8:25,8
1 Chronicles 9:30,8
1 Chronicles 12:5,8
1 Chronicles 15:23,8
1 Chronicles 24:8,8
1 Chronicles 24:9,8
1 Chronicles 24:10,8
1 Chronicles 24:11,8
1 Chronicles 24:12,8
1 Chronicles 24:13,8
1 Chronicles 24:14,8
1 Chronicles 24:15,8
1 Chronicles 24:16,8
1 Chronicles 24:17,8
1 Chronicles 24:18,8
1 Chronicles 26:23,8
1 Chronicles 29:26,8
2 Chronicles 4:14,8
2 Chronicles 4:21,8
2 Chronicles 8:3,8
2 Chronicles 9:13,8
2 Chronicles 15:1,8
2 Chronicles 24:4,8
2 Chronicles 29:33,8
Ezra 2:24,8
Ezra 2:33,8
Ezra 10:20,8
Ezra 10:34,8
Nehemiah 7:28,8
Nehemiah 7:37,8
Nehemiah 7:56,8
Nehemiah 10:8,8
Nehemiah 11:10,8
Esther 9:7,8
Job 8:1,8
Job 11:1,8
Job 40:6,8
Psalms 2:11,8
Psalms 23:1,8
Psalms 25:1,8
Psalms 35:11,8
Psalms 37:30,8
Psalms 48:4,8
Psalms 48:12,8
Psalms 50:17,8
Psalms 55:5,8
Psalms 56:3,8
Psalms 66:1,8
Psalms 66:19,8
Psalms 69:25,8
Psalms 73:6,8
Psalms 76:2,8
Psalms 87:1,8
Psalms 88:16,8
Psalms 106:31,8
Psalms 106:37,8
Psalms 115:6,8
Psalms 118:2,8
Psalms 118:25,8
Psalms 119:4,8
Psalms 119:59,8
Psalms 119:60,8
Psalms 119:129,8
Psalms 119:135,8
Psalms 119:142,8
Psalms 119:167,8
Psalms 121:4,8
Psalms 143:4,8
Psalms 147:3,8
Proverbs 2:11,8
Proverbs 13:21,8
Isaiah 2:15,8
Isaiah 10:31,8
Jeremiah 14:1,8
Jeremiah 29:24,8
Jeremiah 32:6,8
Jeremiah 34:12,8
Jeremiah 42:7,8
Jeremiah 46:1,8
Jeremiah 52:29,8
Lamentations 3:31,8
Ezekiel 1:6,8
Ezekiel 6:1,8
Ezekiel 7:1,8
Ezekiel 11:4,8
Ezekiel 12:1,8
Ezekiel 12:17,8
Ezekiel 12:21,8
Ezekiel 12:26,8
Ezekiel 14:2,8
Ezekiel 14:12,8
Ezekiel 15:1,8
Ezekiel 16:1,8
Ezekiel 17:1,8
Ezekiel 18:1,8
Ezekiel 20:2,8
Ezekiel 21:8,8
Ezekiel 21:18,8
Ezekiel 22:1,8
Ezekiel 22:17,8
Ezekiel 22:23,8
Ezekiel 23:1,8
Ezekiel 25:1,8
Ezekiel 27:1,8
Ezekiel 27:20,8
Ezekiel 28:1,8
Ezekiel 28:11,8
Ezekiel 28:20,8
Ezekiel 30:1,8
Ezekiel 33:1,8
Ezekiel 33:23,8
Ezekiel 34:1,8
Ezekiel 35:1,8
Ezekiel 36:16,8
Ezekiel 37:15,8
Ezekiel 38:1,8
Daniel 4:28,8
Jonah 1:1,8
Jonah 3:1,8
Habakkuk 3:1,8
Zephaniah 2:1,8
Zephaniah 2:12,8
Zechariah 1:2,8
Zechariah 2:7,8
Malachi 2:1,8
Matthew 2:10,8
Matthew 3:2,8
Matthew 4:20,8
Matthew 5:2,8
Matthew 10:12,8
Matthew 11:15,8
Matthew 11:26,8
Matthew 12:21,8
Matthew 13:9,8
Matthew 13:18,8
Matthew 22:1,8
Matthew 22:14,8
Matthew 23:11,8
Matthew 23:32,8
Matthew 23:38,8
Matthew 24:25,8
Mark 1:12,8
Mark 1:18,8
Mark 3:15,8
Mark 5:17,8
Mark 10:3,8
Mark 11:22,8
Mark 13:18,8
Mark 14:50,8
Mark 15:30,8
Luke 1:46,8
Luke 4:19,8
Luke 6:36,8
Luke 7:35,8
Luke 15:11,8
Luke 19:1,8
Luke 21:19,8
Luke 23:21,8
Luke 24:16,8
John 1:2,8
John 1:24,8
John 4:41,8
John 7:2,8
John 8:1,8
John 11:14,8
John 20:10,8
Acts 7:50,8
Acts 8:8,8
Acts 14:7,8
Acts 14:28,8
Acts 19:7,8
Acts 19:11,8
Acts 23:25,8
Acts 23:26,8
Acts 27:26,8
Romans 3:14,8
Romans 16:8,8
1 Corinthians 4:16,8
1 Corinthians 10:14,8
1 Corinthians 15:26,8
1 Corinthians 15:30,8
1 Corinthians 16:8,8
1 Corinthians 16:14,8
2 Corinthians 5:7,8
2 Corinthians 9:15,8
Galatians 1:5,8
Galatians 6:5,8
Ephesians 3:14,8
1 Timothy 2:11,8
1 Timothy 2:13,8
1 Timothy 4:9,8
1 Timothy 6:6,8
2 Timothy 4:9,8
Hebrews 6:15,8
Hebrews 12:29,8
James 1:20,8
1 Peter 3:2,8
2 John 1:13,8
Genesis 7:5,9
Genesis 7:10,9
Genesis 7:24,9
Genesis 10:3,9
Genesis 10:14,9
Genesis 10:15,9
Genesis 10:26,9
Genesis 12:9,9
Genesis 19:7,9
Genesis 24:26,9
Genesis 25:5,9
Genesis 29:11,9
Genesis 30:11,9
Genesis 30:34,9
Genesis 36:28,9
Genesis 46:9,9
Genesis 46:13,9
Genesis 46:24,9
Genesis 47:8,9
Exodus 6:21,9
Exodus 6:22,9
Exodus 16:36,9
Exodus 20:16,9
Exodus 21:25,9
Exodus 35:6,9
Leviticus 21:13,9
Numbers 4:44,9
Numbers 7:14,9
Numbers 7:20,9
Numbers 7:26,9
Numbers 7:32,9
Numbers 7:50,9
Numbers 7:56,9
Numbers 7:62,9
Numbers 7:68,9
Numbers 7:74,9
Numbers 9:4,9
Numbers 13:5,9
Numbers 13:6,9
Numbers 13:7,9
Numbers 13:8,9
Numbers 13:9,9
Numbers 13:10,9
Numbers 13:12,9
Numbers 13:13,9
Numbers 13:14,9
Numbers 13:15,9
Numbers 13:25,9
Numbers 31:38,9
Numbers 33:5,9
Numbers 33:13,9
Numbers 33:17,9
Numbers 33:23,9
Numbers 33:24,9
Numbers 33:41,9
Numbers 34:21,9
Deuteronomy 3:23,9
Deuteronomy 5:7,9
Deuteronomy 10:16,9
Deuteronomy 14:16,9
Deuteronomy 18:13,9
Deuteronomy 28:5,9
Deuteronomy 28:17,9
Deuteronomy 32:48,9
Joshua 3:2,9
Joshua 11:18,9
Joshua 13:20,9
Joshua 15:33,9
Joshua 16:4,9
Joshua 19:35,9
Joshua 21:17,9
Joshua 21:23,9
Judges 14:20,9
1 Samuel 15:10,9
2 Samuel 11:18,9
2 Samuel 22:12,9
2 Samuel 22:37,9
2 Samuel 23:26,9
2 Samuel 23:30,9
2 Samuel 23:36,9
1 Kings 3:10,9
1 Kings 4:14,9
1 Kings 4:17,9
1 Kings 4:18,9
1 Kings 5:10,9
1 Kings 7:28,9
2 Kings 7:11,9
2 Kings 10:36,9
2 Kings 19:27,9
2 Kings 21:10,9
1 Chronicles 1:8,9
1 Chronicles 1:20,9
1 Chronicles 1:37,9
1 Chronicles 1:49,9
1 Chronicles 2:2,9
1 Chronicles 2:43,9
1 Chronicles 3:11,9
1 Chronicles 3:12,9
1 Chronicles 3:13,9
1 Chronicles 3:17,9
1 Chronicles 4:16,9
1 Chronicles 4:24,9
1 Chronicles 5:5,9
1 Chronicles 6:1,9
1 Chronicles 6:2,9
1 Chronicles 6:16,9
1 Chronicles 6:18,9
1 Chronicles 6:23,9
1 Chronicles 6:26,9
1 Chronicles 6:40,9
1 Chronicles 6:41,9
1 Chronicles 6:42,9
1 Chronicles 6:43,9
1 Chronicles 6:45,9
1 Chronicles 6:46,9
1 Chronicles 6:51,9
1 Chronicles 6:52,9
1 Chronicles 6:68,9
1 Chronicles 6:73,9
1 Chronicles 6:75,9
1 Chronicles 6:79,9
1 Chronicles 7:26,9
1 Chronicles 7:36,9
1 Chronicles 8:16,9
1 Chronicles 8:18,9
1 Chronicles 8:21,9
1 Chronicles 8:27,9
1 Chronicles 8:35,9
1 Chronicles 9:5,9
1 Chronicles 9:41,9
1 Chronicles 11:28,9
1 Chronicles 11:30,9
1 Chronicles 11:32,9
1 Chronicles 11:38,9
1 Chronicles 12:6,9
1 Chronicles 12:35,9
1 Chronicles 12:36,9
2 Chronicles 11:19,9
Ezra 2:25,9
Ezra 2:54,9
Nehemiah 7:29,9
Nehemiah 11:27,9
Nehemiah 11:35,9
Nehemiah 12:17,9
Esther 4:9,9
Esther 4:10,9
Esther 4:13,9
Esther 5:7,9
Job 1:2,9
Job 12:19,9
Job 12:21,9
Job 15:26,9
Job 30:17,9
Job 38:1,9
Job 42:13,9
Job 42:17,9
Psalms 3:1,9
Psalms 4:5,9
Psalms 12:2,9
Psalms 14:5,9
Psalms 18:11,9
Psalms 18:36,9
Psalms 20:8,9
Psalms 25:13,9
Psalms 25:18,9
Psalms 33:13,9
Psalms 44:4,9
Psalms 44:16,9
Psalms 47:6,9
Psalms 48:7,9
Psalms 49:2,9
Psalms 51:2,9
Psalms 59:2,9
Psalms 63:8,9
Psalms 66:8,9
Psalms 69:23,9
Psalms 74:11,9
Psalms 75:2,9
Psalms 78:59,9
Psalms 79:7,9
Psalms 83:12,9
Psalms 94:11,9
Psalms 100:1,9
Psalms 102:16,9
Psalms 106:12,9
Psalms 106:18,9
Psalms 106:33,9
Psalms 107:5,9
Psalms 107:29,9
Psalms 109:1,9
Psalms 112:3,9
Psalms 113:2,9
Psalms 114:4,9
Psalms 115:2,9
Psalms 115:14,9
Psalms 116:15,9
Psalms 118:23,9
Psalms 119:5,9
Psalms 119:12,9
Psalms 119:28,9
Psalms 119:45,9
Psalms 119:103,9
Psalms 119:138,9
Psalms 119:163,9
Psalms 120:3,9
Psalms 122:2,9
Psalms 122:3,9
Psalms 135:10,9
Psalms 135:17,9
Psalms 136:18,9
Psalms 136:20,9
Psalms 139:22,9
Psalms 146:1,9
Proverbs 10:12,9
Proverbs 26:18,9
Ecclesiastes 3:9,9
Ecclesiastes 4:7,9
Isaiah 10:8,9
Isaiah 23:6,9
Isaiah 23:14,9
Isaiah 27:2,9
Isaiah 32:17,9
Isaiah 35:5,9
Isaiah 42:18,9
Jeremiah 13:3,9
Jeremiah 52:5,9
Lamentations 3:5,9
Lamentations 3:20,9
Lamentations 3:23,9
Lamentations 5:12,9
Ezekiel 11:14,9
Ezekiel 13:1,9
Ezekiel 16:2,9
Ezekiel 16:35,9
Ezekiel 17:11,9
Ezekiel 20:45,9
Ezekiel 21:1,9
Ezekiel 27:2,9
Ezekiel 34:7,9
Ezekiel 34:9,9
Daniel 3:9,9
Hosea 12:7,9
Jonah 4:1,9
Jonah 4:4,9
Habakkuk 3:5,9
Zechariah 3:6,9
Zechariah 7:8,9
Matthew 7:20,9
Matthew 9:19,9
Matthew 9:26,9
Matthew 10:4,9
Matthew 10:30,9
Matthew 11:6,9
Matthew 12:9,9
